# SCM estimates of mRNA and protein levels, log-transformed and unscaled, for haploid budding yeast (S.cerevisiae) growing exponentially in rich medium with glucose 
#
# Generated Tue Apr 07 00:00:36 2015 
#
# Citation:
#   "Accounting for experimental noise reveals that transcript levels,
#   amplified by post-transcriptional regulation, largely determine steady-state protein levels in yeast,"
#   Gábor Csárdi, Alexander Franks, David S. Choi, Eduardo M. Airoldi, and D. Allan Drummond, PLoS Genetics, 2015
#
# orf = Systematic yeast ORF (open reading frame) identifier
# gene = Common gene name
# mrna = Messenger RNA level
# prot = Protein level
# sd.mrna = Standard deviation on estimates of log-transformed mRNA levels (mRNA lower bound = exp(log(mrna)-sd.mrna)), mRNA upper bound = exp(log(mrna)+sd.mrna)))
# sd.prot = Standard deviation on estimates of log-transformed protein levels (protein lower bound = exp(log(prot)-sd.prot)), protein upper bound = exp(log(prot)+sd.prot)))
# n.mrna = Number of mRNA-level measurements
# n.prot = Number of protein-level measurements
orf	gene	mrna	prot	sd.mrna	sd.prot	n.mrna	n.prot
YNL250W	RAD50	-0.825643	-0.427713	0.297	0.329	8	3
YNL251C	NRD1	0.757292	1.093240	0.260	0.263	11	8
YNL252C	MRPL17	0.110634	0.318336	0.256	0.299	11	3
YNL253W	TEX1	-0.454783	-0.497091	0.250	0.357	11	2
YNL254C	RTC4	-0.379672	-0.270374	0.276	0.291	11	2
YNL255C	GIS2	1.564155	1.772069	0.258	0.226	12	6
YNL256W	FOL1	0.170825	0.299479	0.272	0.260	11	4
YNL257C	SIP3	-0.420749	-0.475573	0.275	0.353	11	4
YNL258C	DSL1	0.086822	0.454366	0.256	0.224	11	6
YNL259C	ATX1	0.672953	0.409059	0.270	0.257	13	5
YNL260C	LTO1	-0.613618	-0.601544	0.295	0.338	11	1
YNL261W	ORC5	0.064121	-0.083031	0.231	0.295	12	4
YNL262W	POL2	0.022898	0.225343	0.267	0.225	11	4
YNL263C	YIF1	0.481319	0.084489	0.246	0.379	12	2
YNL264C	PDR17	0.125197	0.238612	0.253	0.225	11	6
YNL265C	IST1	0.053270	0.408759	0.243	0.245	11	5
YNL267W	PIK1	-0.173776	-0.041603	0.269	0.314	10	4
YNL268W	LYP1	0.872516	0.951594	0.254	0.239	12	5
YNL269W	BSC4	-2.595162	-2.494584	0.343	0.432	5	0
YNL270C	ALP1	-1.572778	-1.637618	0.318	0.432	8	0
YNL271C	BNI1	0.204614	0.019248	0.240	0.233	12	7
YNL272C	SEC2	0.216096	0.566789	0.224	0.237	12	5
YNL273W	TOF1	-0.436200	-0.271140	0.259	0.319	11	4
YNL274C	GOR1	0.042353	0.233652	0.249	0.265	12	7
YNL275W	BOR1	-0.462495	-0.342837	0.260	0.265	11	2
YNL277W	MET2	-0.203936	-0.112086	0.256	0.281	10	3
YNL277W-A		-2.413634	-2.293029	0.356	0.460	2	0
YNL278W	CAF120	-0.159165	0.038689	0.273	0.250	10	6
YNL279W	PRM1	-0.860684	-1.038560	0.329	0.443	9	0
YNL280C	ERG24	0.751968	0.858336	0.238	0.208	12	5
YNL281W	HCH1	1.036241	1.213257	0.286	0.252	12	8
YNL282W	POP3	-0.207991	0.240988	0.262	0.239	11	4
YNL283C	WSC2	0.856497	0.520416	0.243	0.261	13	2
YNL284C	MRPL10	0.325519	0.608834	0.251	0.240	11	4
YNL284C-A		NA	NA	NA	NA	0	0
YNL284C-B		-2.749889	-2.650542	0.416	0.552	1	0
YNL286W	CUS2	-0.182191	-0.095080	0.246	0.261	11	3
YNL287W	SEC21	1.279286	1.615292	0.278	0.228	13	9
YNL288W	CAF40	0.623727	0.862187	0.251	0.219	12	5
YNL289W	PCL1	-0.045357	-0.171928	0.278	0.339	10	2
YNL290W	RFC3	0.366718	0.544918	0.259	0.233	12	7
YNL291C	MID1	0.109973	0.001627	0.242	0.293	13	2
YNL292W	PUS4	0.180872	0.337273	0.241	0.294	10	6
YNL293W	MSB3	-0.580753	-0.621823	0.299	0.336	11	3
YNL294C	RIM21	-0.026047	-0.329399	0.261	0.384	13	1
YNL295W		-0.279537	-0.387443	0.310	0.307	11	2
YNL297C	MON2	0.048695	0.300101	0.250	0.206	11	7
YNL298W	CLA4	0.139122	0.153812	0.271	0.290	12	5
YNL299W	TRF5	-0.347239	-0.205721	0.225	0.277	11	2
YNL300W	TOS6	1.173691	0.998174	0.249	0.225	12	2
YNL301C	RPL18B	1.619936	1.706323	0.249	0.235	11	4
YNL302C	RPS19B	2.381494	1.849965	0.241	0.238	11	5
YNL304W	YPT11	-0.717317	-0.372267	0.283	0.310	9	2
YNL305C	BXI1	0.204631	-0.217142	0.262	0.320	12	1
YNL306W	MRPS18	0.608866	0.487855	0.255	0.278	12	3
YNL307C	MCK1	0.973312	0.782494	0.264	0.211	13	7
YNL308C	KRI1	1.096405	1.370032	0.252	0.245	12	7
YNL309W	STB1	-0.328521	-0.157066	0.286	0.240	10	5
YNL310C	ZIM17	0.125140	0.372315	0.275	0.233	11	5
YNL311C	SKP2	-0.443885	-0.465670	0.271	0.292	10	2
YNL312W	RFA2	0.559195	0.521146	0.234	0.287	12	5
YNL313C	EMW1	0.371431	0.797565	0.281	0.249	10	7
YNL314W	DAL82	-0.836199	-1.053870	0.278	0.411	10	0
YNL315C	ATP11	0.501038	0.464067	0.226	0.225	12	6
YNL316C	PHA2	-0.128656	-0.035652	0.234	0.271	10	3
YNL317W	PFS2	-0.089749	0.153212	0.243	0.241	9	4
YNL318C	HXT14	-2.227148	-2.205419	0.317	0.462	6	0
YNL320W		-0.107329	-0.350080	0.271	0.302	12	2
YNL321W	VNX1	-0.277932	-0.383808	0.284	0.299	10	3
YNL322C	KRE1	1.026789	0.790887	0.236	0.221	12	2
YNL323W	LEM3	0.384036	0.628243	0.232	0.246	13	5
YNL325C	FIG4	-0.646000	-0.704466	0.236	0.357	11	2
YNL326C	PFA3	-0.210790	-0.039731	0.248	0.240	11	3
YNL327W	EGT2	1.372541	1.116868	0.286	0.272	13	3
YNL328C	MDJ2	-0.662238	-0.255248	0.251	0.222	9	4
YNL329C	PEX6	-0.322390	-0.181819	0.278	0.343	11	3
YNL330C	RPD3	0.279640	0.505526	0.249	0.200	12	7
YNL331C	AAD14	-0.965560	-1.137771	0.325	0.464	8	0
YNL332W	THI12	-1.650255	-1.613678	0.306	0.422	9	0
YNL333W	SNZ2	-0.701061	-0.960001	0.296	0.383	9	0
YNL334C	SNO2	-1.099003	-1.202491	0.322	0.488	9	1
YNL335W	DDI3	-2.167473	-2.056213	0.352	0.441	5	0
YNL336W	COS1	0.138915	0.267577	0.278	0.229	10	2
YNL339C	YRF1-6	-0.309087	-0.493207	0.307	0.368	6	1
YNR001C	CIT1	0.812213	0.883608	0.259	0.222	12	7
YNR002C	ATO2	-1.018700	-1.135538	0.280	0.433	12	0
YNR003C	RPC34	-0.013383	-0.189602	0.285	0.358	11	3
YNR004W	SWM2	-0.793427	-0.510474	0.267	0.309	9	1
YNR006W	VPS27	-0.039815	-0.016717	0.240	0.210	12	5
YNR007C	ATG3	-0.348543	0.010406	0.247	0.245	13	4
YNR008W	LRO1	-0.441152	-0.458955	0.297	0.372	10	3
YNR009W	NRM1	0.058828	0.006213	0.259	0.295	11	2
YNR010W	CSE2	-0.261774	-0.088893	0.289	0.305	11	4
YNR011C	PRP2	-0.385895	-0.549675	0.230	0.337	11	3
YNR012W	URK1	-0.022238	-0.176515	0.311	0.320	10	2
YNR013C	PHO91	0.622204	0.702688	0.261	0.268	11	6
YNR014W		0.040609	0.225694	0.220	0.240	12	2
YNR015W	SMM1	0.201448	0.362413	0.233	0.249	11	5
YNR016C	ACC1	1.413347	1.607394	0.236	0.254	13	8
YNR017W	TIM23	0.982813	0.743803	0.251	0.232	13	5
YNR018W	RCF2	0.916900	0.757081	0.236	0.227	13	5
YNR019W	ARE2	-0.115370	-0.044379	0.224	0.248	12	4
YNR020C	ATP23	-0.203181	-0.400254	0.254	0.355	11	2
YNR021W		1.036189	1.355478	0.235	0.225	13	6
YNR022C	MRPL50	0.424901	0.406262	0.262	0.233	11	3
YNR023W	SNF12	-0.365249	-0.346565	0.278	0.365	11	2
YNR024W	MPP6	0.029665	0.048763	0.240	0.229	9	4
YNR026C	SEC12	0.262868	0.517150	0.250	0.247	11	6
YNR027W	BUD17	0.074195	0.245893	0.275	0.257	11	4
YNR028W	CPR8	0.328521	0.328709	0.231	0.256	12	4
YNR029C		0.411893	0.338119	0.240	0.228	11	5
YNR030W	ALG12	0.575643	0.606067	0.276	0.247	13	5
YNR031C	SSK2	-0.172587	-0.288231	0.252	0.268	10	5
YNR032C-A	HUB1	-0.084801	-0.179652	0.298	0.371	7	3
YNR032W	PPG1	-0.077044	-0.017273	0.249	0.237	12	4
YNR033W	ABZ1	-0.130826	0.144319	0.289	0.263	9	6
YNR034W	SOL1	-0.012729	0.441235	0.251	0.227	12	8
YNR034W-A		-0.498362	0.145063	0.296	0.213	4	6
YNR035C	ARC35	1.013727	1.390867	0.223	0.198	12	8
YNR036C	MRPS12	0.630751	-0.036927	0.263	0.310	13	3
YNR037C	RSM19	0.245878	0.020008	0.299	0.398	11	2
YNR038W	DBP6	0.243334	0.744757	0.274	0.248	10	6
YNR039C	ZRG17	0.069569	0.008081	0.267	0.253	12	3
YNR040W		-0.181280	-0.196826	0.300	0.318	10	3
YNR041C	COQ2	0.004342	-0.245983	0.286	0.383	11	1
YNR043W	MVD1	1.165276	1.303890	0.249	0.233	13	9
YNR044W	AGA1	0.620675	0.191693	0.243	0.238	13	1
YNR045W	PET494	-0.721702	-0.630441	0.287	0.306	11	2
YNR046W	TRM112	1.029605	1.098818	0.236	0.221	13	7
YNR047W	FPK1	0.002086	0.150111	0.242	0.232	12	5
YNR048W		-0.096241	0.213717	0.236	0.232	11	4
YNR049C	MSO1	-0.145447	-0.061320	0.260	0.270	11	4
YNR050C	LYS9	1.268073	1.665523	0.211	0.185	13	11
YNR051C	BRE5	0.649311	1.015628	0.253	0.266	12	7
YNR052C	POP2	0.579285	0.554078	0.244	0.227	13	4
YNR053C	NOG2	1.158402	1.476621	0.267	0.216	12	7
YNR054C	ESF2	0.417866	0.709114	0.272	0.231	11	6
YNR055C	HOL1	0.386635	0.185600	0.257	0.280	13	2
YNR056C	BIO5	-1.239132	-1.312032	0.285	0.436	10	0
YNR057C	BIO4	-0.774660	-1.011588	0.296	0.371	11	0
YNR058W	BIO3	-0.713423	-0.954755	0.282	0.361	11	0
YNR059W	MNT4	-0.500686	-0.743859	0.279	0.387	11	0
YNR060W	FRE4	-1.192346	-1.263033	0.305	0.439	10	0
YNR061C		0.161322	-0.220354	0.283	0.301	11	2
YNR062C		-1.110889	-1.187004	0.306	0.381	9	1
YNR063W		-1.408342	-1.449158	0.311	0.442	9	0
YNR064C		-1.307484	-1.415498	0.314	0.457	9	0
YNR065C		-0.578001	-0.674126	0.265	0.389	12	2
YNR066C		-1.322151	-1.295649	0.304	0.374	7	1
YNR067C	DSE4	0.503111	-0.049353	0.228	0.236	13	6
YNR068C		-0.924113	-1.159023	0.273	0.429	11	0
YNR069C	BSC5	-1.226120	-1.395523	0.254	0.375	10	0
YNR070W	PDR18	-1.502882	-1.335996	0.328	0.413	7	2
YNR071C		-1.341755	-1.492109	0.315	0.479	11	0
YNR072W	HXT17	-1.675427	-1.682512	0.319	0.462	7	0
YNR073C		-1.130217	-1.253173	0.296	0.425	10	0
YNR074C	AIF1	-0.008016	0.044003	0.279	0.267	12	2
YNR075C-A		-2.200166	-2.151764	0.378	0.479	3	0
YNR075W	COS10	-0.861500	-0.556357	0.251	0.286	9	2
YNR076W	PAU6	-1.122332	-1.233509	0.264	0.368	8	0
YNR077C		-2.360480	-2.240969	0.343	0.477	4	0
YOL001W	PHO80	-0.362160	-0.578681	0.246	0.322	12	1
YOL002C	IZH2	0.370601	-0.103679	0.283	0.345	12	2
YOL003C	PFA4	-0.312981	-0.515781	0.257	0.359	11	1
YOL004W	SIN3	0.378002	0.242794	0.272	0.253	11	7
YOL005C	RPB11	0.904943	1.035509	0.253	0.239	12	6
YOL006C	TOP1	0.272710	0.309633	0.219	0.214	12	6
YOL007C	CSI2	0.369652	0.393982	0.261	0.247	11	1
YOL008W	COQ10	-0.430820	-0.570756	0.280	0.365	12	1
YOL009C	MDM12	-0.188166	-0.268611	0.231	0.290	13	2
YOL010W	RCL1	0.677347	0.858642	0.266	0.239	13	5
YOL011W	PLB3	-0.008576	-0.049199	0.283	0.247	11	2
YOL012C	HTZ1	0.863897	0.937659	0.206	0.228	12	7
YOL013C	HRD1	-0.125634	-0.028013	0.239	0.298	12	3
YOL013W-A		-0.822342	-1.005568	0.328	0.412	7	0
YOL014W		-0.352847	-0.618346	0.295	0.415	10	0
YOL015W	IRC10	-1.068426	-1.102689	0.291	0.390	11	1
YOL016C	CMK2	0.637412	0.747212	0.233	0.230	13	5
YOL017W	ESC8	-0.893719	-0.800441	0.275	0.293	9	1
YOL018C	TLG2	-0.262364	-0.337112	0.263	0.362	10	2
YOL019W		0.317991	0.301009	0.253	0.244	12	3
YOL019W-A		-3.442620	-3.193068	0.471	0.549	1	0
YOL020W	TAT2	0.428524	0.546715	0.246	0.219	12	3
YOL021C	DIS3	0.413899	0.475345	0.230	0.208	13	7
YOL022C	TSR4	0.329645	0.128156	0.274	0.252	12	8
YOL023W	IFM1	-0.648330	-0.374962	0.254	0.287	10	3
YOL024W		-1.530676	-1.541330	0.257	0.405	9	0
YOL025W	LAG2	-0.550305	-0.595140	0.281	0.303	12	4
YOL026C	MIM1	0.208852	-0.151713	0.306	0.400	12	1
YOL027C	MDM38	0.663731	0.874649	0.231	0.249	12	6
YOL028C	YAP7	-0.377261	-0.212199	0.272	0.299	11	2
YOL029C		-0.315209	-0.641756	0.274	0.376	11	0
YOL030W	GAS5	1.092729	0.847988	0.259	0.241	13	8
YOL031C	SIL1	0.114862	0.192782	0.256	0.242	10	5
YOL032W	OPI10	-0.234745	-0.015355	0.260	0.254	12	4
YOL033W	MSE1	-0.389701	-0.153608	0.253	0.299	11	2
YOL034W	SMC5	-0.590699	-0.342592	0.269	0.310	10	4
YOL036W		-0.083611	-0.487154	0.282	0.372	10	0
YOL038C-A		-1.753275	-1.771899	0.344	0.428	4	0
YOL038W	PRE6	1.449751	1.450919	0.214	0.208	13	8
YOL039W	RPP2A	2.119720	1.578605	0.247	0.225	12	9
YOL040C	RPS15	2.604988	1.908691	0.247	0.349	11	7
YOL041C	NOP12	0.968731	1.026239	0.228	0.217	11	8
YOL042W	NGL1	-0.017266	-0.004525	0.250	0.299	12	3
YOL043C	NTG2	-0.339626	-0.680155	0.289	0.335	11	1
YOL044W	PEX15	-0.176801	-0.159898	0.259	0.320	10	2
YOL045W	PSK2	-0.202492	0.077077	0.239	0.247	11	6
YOL047C	LDS2	-1.362695	-1.205841	0.282	0.337	8	1
YOL048C	RRT8	-0.582977	-0.854907	0.293	0.370	10	0
YOL049W	GSH2	0.814078	0.615732	0.265	0.287	13	6
YOL051W	GAL11	0.214713	0.128127	0.266	0.259	11	6
YOL052C	SPE2	0.670090	0.947070	0.257	0.236	12	5
YOL052C-A	DDR2	-0.839524	-0.656897	0.271	0.341	6	1
YOL053W	AIM39	-0.277239	-0.515394	0.278	0.346	12	1
YOL054W	PSH1	-0.095972	0.113710	0.247	0.295	11	2
YOL055C	THI20	-0.553122	-0.504442	0.314	0.265	12	5
YOL056W	GPM3	0.277890	0.636861	0.249	0.249	12	6
YOL057W		0.417400	0.568896	0.277	0.232	11	6
YOL058W	ARG1	0.775110	0.580914	0.239	0.214	13	8
YOL059W	GPD2	1.104864	1.328913	0.251	0.242	13	8
YOL060C	MAM3	0.401408	0.488633	0.244	0.262	13	5
YOL061W	PRS5	0.934329	0.972356	0.266	0.237	11	9
YOL062C	APM4	0.203641	0.216530	0.272	0.301	12	3
YOL063C	CRT10	-0.303741	-0.614410	0.271	0.305	12	2
YOL064C	MET22	0.716376	0.896509	0.263	0.242	12	7
YOL065C	INP54	-0.316245	-0.271052	0.246	0.303	12	4
YOL066C	RIB2	-0.224263	0.037450	0.234	0.263	11	7
YOL067C	RTG1	-0.220782	0.411629	0.270	0.221	11	3
YOL068C	HST1	0.414504	0.060739	0.256	0.300	12	4
YOL069W	NUF2	-0.445001	-0.029633	0.283	0.220	8	5
YOL070C	NBA1	0.278033	0.410383	0.261	0.220	12	6
YOL071W	SDH5	-0.104662	-0.098693	0.281	0.277	12	3
YOL072W	THP1	-0.322076	-0.324601	0.279	0.301	10	1
YOL073C	DSC2	-0.024562	-0.408146	0.292	0.372	13	0
YOL075C		-0.822826	-0.926657	0.310	0.407	10	2
YOL076W	MDM20	0.231403	0.753710	0.258	0.233	11	6
YOL077C	BRX1	1.104931	1.177730	0.226	0.227	12	6
YOL077W-A	ATP19	-0.106391	0.257812	0.265	0.244	6	4
YOL078W	AVO1	-0.581479	-0.441673	0.248	0.307	11	4
YOL080C	REX4	-0.039719	0.182716	0.254	0.236	11	6
YOL081W	IRA2	0.069529	0.046896	0.251	0.258	12	5
YOL082W	ATG19	0.269835	0.047107	0.274	0.269	13	3
YOL083W	ATG34	-0.831476	-1.071293	0.267	0.428	12	0
YOL084W	PHM7	-1.656956	-1.465971	0.294	0.415	8	3
YOL086C	ADH1	2.726087	2.444901	0.245	0.338	11	8
YOL086W-A	MHF1	-1.159762	-1.057885	0.283	0.368	4	1
YOL087C	DUF1	0.031225	0.034716	0.211	0.227	12	5
YOL088C	MPD2	0.094793	0.300533	0.274	0.240	11	5
YOL089C	HAL9	-0.670991	-0.653832	0.286	0.346	10	3
YOL090W	MSH2	0.085848	0.266676	0.283	0.217	11	5
YOL091W	SPO21	-1.481802	-1.489810	0.297	0.426	7	0
YOL092W	YPQ1	1.030828	0.919375	0.275	0.222	13	3
YOL093W	TRM10	0.202200	0.358941	0.254	0.208	12	6
YOL094C	RFC4	0.165514	0.392198	0.272	0.223	12	6
YOL095C	HMI1	-0.814859	-0.838121	0.270	0.414	11	2
YOL096C	COQ3	-0.410623	-0.528550	0.259	0.342	13	3
YOL097C	WRS1	1.273207	1.361923	0.253	0.260	12	8
YOL097W-A		-1.765329	-1.731119	0.354	0.460	4	0
YOL098C		0.563090	0.886721	0.222	0.262	12	6
YOL100W	PKH2	-0.591270	-0.617877	0.289	0.393	10	2
YOL101C	IZH4	-0.380065	-0.667365	0.278	0.392	11	0
YOL102C	TPT1	0.019936	-0.134801	0.261	0.285	12	3
YOL103W	ITR2	0.374238	0.090662	0.251	0.229	11	3
YOL103W-A		NA	NA	NA	NA	0	0
YOL103W-B		-2.177993	-1.769643	0.399	0.424	1	2
YOL104C	NDJ1	-0.829766	-1.022779	0.295	0.417	10	0
YOL105C	WSC3	-0.308745	-0.243779	0.273	0.259	10	2
YOL107W		-0.303931	-0.232018	0.251	0.297	9	2
YOL108C	INO4	-0.132062	-0.279670	0.250	0.272	13	3
YOL109W	ZEO1	1.921981	1.357665	0.276	0.386	11	7
YOL110W	SHR5	-0.339132	-0.376029	0.266	0.330	12	1
YOL111C	MDY2	0.692281	0.940381	0.251	0.185	11	7
YOL112W	MSB4	-0.294229	-0.227066	0.295	0.331	10	1
YOL113W	SKM1	-0.480385	-0.533869	0.270	0.320	11	3
YOL114C		-1.252146	-1.401322	0.301	0.405	10	0
YOL115W	PAP2	0.080564	0.324036	0.303	0.252	10	5
YOL116W	MSN1	-0.222394	-0.447448	0.267	0.270	12	1
YOL117W	RRI2	-0.829827	-0.620921	0.269	0.317	11	1
YOL119C	MCH4	-0.391816	-0.719388	0.304	0.418	11	1
YOL120C	RPL18A	1.660245	0.868061	0.288	0.367	10	2
YOL121C	RPS19A	2.146819	1.879569	0.277	0.243	9	7
YOL122C	SMF1	-0.072393	-0.375701	0.286	0.419	12	1
YOL123W	HRP1	0.912362	0.651415	0.249	0.355	13	6
YOL124C	TRM11	0.407587	0.486797	0.243	0.229	11	5
YOL125W	TRM13	-0.049833	-0.113670	0.258	0.290	12	4
YOL126C	MDH2	0.817617	0.953506	0.236	0.234	12	5
YOL127W	RPL25	2.237061	1.683206	0.292	0.336	12	7
YOL128C	YGK3	-0.426312	-0.559253	0.258	0.368	11	2
YOL129W	VPS68	0.892746	0.507996	0.237	0.216	13	4
YOL130W	ALR1	0.243295	0.137738	0.260	0.293	11	4
YOL131W		-2.265753	-2.118534	0.331	0.448	6	0
YOL132W	GAS4	-1.694283	-1.704047	0.295	0.460	9	0
YOL133W	HRT1	0.212336	-0.137197	0.268	0.365	11	1
YOL135C	MED7	-0.105729	0.253285	0.267	0.323	11	3
YOL136C	PFK27	-0.122857	-0.427090	0.285	0.362	11	0
YOL137W	BSC6	-0.476620	-0.462601	0.266	0.293	11	2
YOL138C	RTC1	-0.446314	-0.362382	0.277	0.332	12	5
YOL139C	CDC33	1.845001	1.891353	0.272	0.208	13	8
YOL140W	ARG8	-0.221637	0.116350	0.312	0.290	10	6
YOL141W	PPM2	-0.818471	-0.209582	0.248	0.225	10	4
YOL142W	RRP40	0.350298	0.606979	0.251	0.218	12	4
YOL143C	RIB4	1.302299	0.966822	0.230	0.246	12	8
YOL144W	NOP8	0.269387	1.055392	0.272	0.245	10	5
YOL145C	CTR9	0.454050	0.845529	0.249	0.229	12	8
YOL146W	PSF3	-0.042929	-0.007727	0.264	0.279	11	3
YOL147C	PEX11	0.315169	0.207943	0.235	0.248	13	5
YOL148C	SPT20	0.082823	0.129950	0.228	0.282	11	3
YOL149W	DCP1	0.330090	0.440966	0.276	0.223	12	5
YOL151W	GRE2	0.685416	0.736443	0.254	0.246	12	6
YOL152W	FRE7	-0.935305	-0.959804	0.285	0.388	11	1
YOL154W	ZPS1	-0.928207	-0.945155	0.283	0.439	10	1
YOL155C	HPF1	-0.127876	-0.423261	0.291	0.337	10	2
YOL155W-A		-2.811186	-2.711147	0.350	0.474	1	0
YOL156W	HXT11	-1.735342	-1.682643	0.326	0.433	8	0
YOL157C	IMA2	-1.060556	-1.129485	0.282	0.409	10	1
YOL158C	ENB1	0.161391	-0.278575	0.298	0.344	11	1
YOL159C		-0.381676	-0.680209	0.279	0.428	13	0
YOL159C-A		-1.411234	-1.147918	0.339	0.331	4	2
YOL161C	PAU20	-1.757388	-1.693847	0.331	0.481	7	0
YOL162W		-1.712312	-1.786181	0.339	0.385	6	0
YOL163W		-1.883122	-1.984297	0.332	0.444	7	0
YOL164W	BDS1	-0.796537	-0.988324	0.280	0.355	12	0
YOL164W-A		-2.214413	-2.165056	0.388	0.529	3	0
YOL165C	AAD15	-1.216325	-1.314743	0.324	0.473	10	0
YOL166W-A		NA	NA	NA	NA	0	0
YOR001W	RRP6	0.381852	0.423657	0.282	0.207	12	8
YOR002W	ALG6	0.465867	0.186922	0.259	0.263	12	4
YOR003W	YSP3	-0.939192	-1.027121	0.296	0.416	11	1
YOR004W	UTP23	0.565326	0.634846	0.282	0.219	12	6
YOR005C	DNL4	-0.828570	-0.941340	0.262	0.380	11	1
YOR006C	TSR3	-0.016078	0.310328	0.255	0.205	10	5
YOR007C	SGT2	1.637879	1.347994	0.235	0.244	13	9
YOR008C	SLG1	0.474973	0.540407	0.232	0.213	12	4
YOR008C-A		-1.745114	-1.797895	0.322	0.475	5	0
YOR009W	TIR4	-0.497609	-0.718033	0.271	0.355	10	0
YOR010C	TIR2	0.195653	-0.325706	0.253	0.359	13	0
YOR011W	AUS1	-0.820432	-0.814445	0.264	0.396	10	2
YOR011W-A		-3.064069	-2.833943	0.361	0.505	1	0
YOR012W		-0.793768	-1.031218	0.275	0.367	10	0
YOR014W	RTS1	0.403499	0.491403	0.277	0.248	11	6
YOR016C	ERP4	0.464162	0.695384	0.234	0.273	12	5
YOR017W	PET127	-0.146465	-0.075316	0.258	0.309	11	4
YOR018W	ROD1	-0.197429	-0.058051	0.267	0.228	11	4
YOR019W		-1.290967	-1.387347	0.263	0.425	11	0
YOR020C	HSP10	0.955618	0.412127	0.289	0.272	11	7
YOR020W-A		-0.901475	-0.738079	0.292	0.428	4	3
YOR021C	SFM1	0.763431	0.617514	0.266	0.305	12	6
YOR022C		-0.562070	-0.423274	0.277	0.295	11	3
YOR023C	AHC1	-0.017020	-0.324445	0.248	0.361	11	3
YOR025W	HST3	-0.355928	-0.541231	0.236	0.310	11	1
YOR026W	BUB3	0.114338	0.029446	0.257	0.296	12	3
YOR027W	STI1	1.572285	2.023528	0.212	0.232	12	11
YOR028C	CIN5	-0.708640	-0.906357	0.291	0.439	11	0
YOR030W	DFG16	-0.579260	-0.881031	0.325	0.403	11	0
YOR031W	CRS5	-0.349568	-0.626252	0.303	0.356	12	0
YOR032C	HMS1	-0.788035	-0.930541	0.265	0.419	10	0
YOR032W-A		-2.323461	-2.162178	0.326	0.451	3	0
YOR033C	EXO1	-0.312416	-0.421287	0.273	0.294	10	1
YOR034C	AKR2	-0.200978	-0.224950	0.215	0.273	13	2
YOR034C-A		-1.822074	-1.889843	0.354	0.449	4	0
YOR035C	SHE4	-0.212005	0.021713	0.270	0.316	12	5
YOR036W	PEP12	0.067738	-0.263754	0.251	0.370	12	2
YOR037W	CYC2	-0.160788	0.011550	0.290	0.269	12	4
YOR038C	HIR2	-0.221794	-0.137756	0.269	0.309	11	4
YOR039W	CKB2	0.803934	0.840121	0.271	0.268	13	6
YOR040W	GLO4	-0.759343	-0.846900	0.228	0.397	11	2
YOR042W	CUE5	0.616838	0.643462	0.217	0.261	13	8
YOR043W	WHI2	0.397343	0.285809	0.220	0.254	12	5
YOR044W	IRC23	0.016621	0.112293	0.249	0.227	12	2
YOR045W	TOM6	1.186148	0.570219	0.256	0.323	12	3
YOR046C	DBP5	1.238987	1.280934	0.228	0.200	13	9
YOR047C	STD1	0.207271	-0.353100	0.257	0.307	13	1
YOR048C	RAT1	0.288486	0.346078	0.271	0.232	11	5
YOR049C	RSB1	-0.617563	-0.937324	0.311	0.417	11	0
YOR051C	ETT1	0.862273	0.953760	0.253	0.252	13	7
YOR052C	TMC1	0.735287	0.568804	0.257	0.314	13	3
YOR054C	VHS3	-0.308958	-0.385627	0.273	0.375	11	4
YOR056C	NOB1	0.530016	0.867275	0.267	0.262	11	5
YOR057W	SGT1	0.128673	0.098797	0.261	0.304	12	4
YOR058C	ASE1	-0.244488	-0.185301	0.272	0.321	12	3
YOR059C	LPL1	-0.027905	-0.097853	0.274	0.301	12	2
YOR060C	SLD7	-0.453966	-0.362098	0.297	0.312	11	2
YOR061W	CKA2	0.718301	0.925576	0.239	0.229	13	8
YOR062C		-0.056318	-0.153959	0.279	0.299	13	1
YOR063W	RPL3	2.686746	1.992132	0.255	0.240	13	9
YOR064C	YNG1	-0.186845	-0.266580	0.251	0.300	12	1
YOR065W	CYT1	0.744573	0.926423	0.249	0.229	13	6
YOR066W	MSA1	-0.129549	-0.499341	0.307	0.381	12	0
YOR067C	ALG8	0.396378	0.057352	0.247	0.330	13	2
YOR068C	VAM10	-1.339579	-1.365875	0.295	0.425	8	0
YOR069W	VPS5	-0.050335	0.309865	0.251	0.229	12	7
YOR070C	GYP1	-0.308421	-0.496964	0.273	0.293	11	3
YOR071C	NRT1	-0.616776	-0.894954	0.275	0.384	11	0
YOR072W-B		-2.737937	-2.615864	0.394	0.480	3	0
YOR073W	SGO1	-0.191071	-0.522781	0.293	0.421	12	1
YOR074C	CDC21	0.017330	-0.153032	0.279	0.362	12	3
YOR075W	UFE1	0.021463	-0.017306	0.227	0.256	11	4
YOR076C	SKI7	-0.316597	-0.397015	0.258	0.284	12	3
YOR077W	RTS2	-0.776228	-0.399110	0.267	0.338	10	1
YOR078W	BUD21	0.422900	0.295479	0.290	0.292	13	4
YOR079C	ATX2	-0.213720	-0.600644	0.267	0.416	12	0
YOR080W	DIA2	-0.384459	-0.607773	0.271	0.404	11	1
